V1	V2	V3	V4	V5	V6	X0h1	X0h2	X24h1	X24h2	norm.0h1	norm.0h2	norm.24h1	norm.24h2	true.pval	bg.pval1	bg.pval2	total.count	logfc	label	diff2[, 20]	labelmerge
chr1	2920000	2930000	chr1	3330000	3340000	113	113	45	29	79.4734088003213	77.6511957853655	62.6019716159652	43.132973445011	0.0017006985487185	0.208199453207467	0.294008528157828	300	-0.571456852390611	Unchanged	Decreased	UnchangedDecreased
chr1	3390000	3400000	chr1	3650000	3660000	30	44	12	12	20.8156872788083	30.0423242612421	16.9481530676466	17.9345201588628	0.0622471226400972	0.0885068438053664	0.121038414044381	98	-0.543964451269399	Unchanged	Unchanged	UnchangedUnchanged
chr1	3570000	3580000	chr1	3630000	3640000	100	137	32	35	71.7220854666126	96.3805477898887	43.74596933961	50.7409093553704	7.44145929508629e-06	0.0107504673812155	0.0536353785462074	304	-0.831156421320812	Decreased	Unchanged	DecreasedUnchanged
chr1	3840000	3850000	chr1	4090000	4100000	38	30	7	5	26.4089212125614	20.4361869093527	9.90377137685697	7.4648616362709	0.000399747521938297	0.161171471728253	0.24290819883074	80	-1.43141418777929	Decreased	Unchanged	DecreasedUnchanged
chr1	5570000	5580000	chr1	5800000	5810000	78	46	22	18	54.2608228816007	31.2895461479702	31.011541688049	26.9860066976947	0.0189499299744115	0.00333328803458791	0.00973822017076826	164	-0.560782160559187	Unchanged	Unchanged	UnchangedUnchanged
chr1	6110000	6120000	chr1	6400000	6410000	83	77	29	33	57.7424159617209	52.5413432644588	40.738573345711	49.485597297598	0.0973175349286618	0.496724511432413	0.195301532862291	222	-0.289634468445647	Unchanged	Decreased	UnchangedDecreased
chr1	6310000	6320000	chr1	6470000	6480000	106	130	28	35	74.0087708196924	89.1340809497354	39.3461232014795	52.0291060018928	9.90573365936322e-06	0.0369394669289617	0.254111354672333	299	-0.836260751009601	Decreased	Decreased	DecreasedDecreased
chr1	6770000	6780000	chr1	7260000	7270000	55	58	30	26	38.9365231175849	40.1105704512303	41.5756166345922	38.3204481902728	0.500207480402208	0.511756102243103	0.41005796808407	169	0.0154120288216634	Unchanged	Unchanged	UnchangedUnchanged
chr1	7110000	7120000	chr1	7700000	7710000	64	56	23	24	45.6619789524664	39.2892940930435	31.5687968874187	34.931729812366	0.087230169511199	0.340961582479075	0.206720718178516	167	-0.35326980007489	Unchanged	Unchanged	UnchangedUnchanged
chr1	7290000	7300000	chr1	7690000	7700000	88	69	26	26	61.5852832134743	47.4605015382711	36.3560357280144	38.6271504388489	0.0101185754949206	0.117539776766806	0.0704791795521232	209	-0.540294967896412	Unchanged	Decreased	UnchangedDecreased
chr1	7570000	7580000	chr1	7680000	7690000	61	51	15	15	43.0371451684155	35.3625626602163	20.8215612536247	22.0893050736465	0.00142127337697299	0.239232102368697	0.173482889097036	142	-0.869505249930565	Decreased	Decreased	DecreasedDecreased
chr1	7620000	7630000	chr1	7680000	7690000	103	90	43	36	73.873748030611	63.315688329124	58.7836463001009	52.1906496226667	0.0645397111045422	0.136640843169047	0.283823072118037	272	-0.305943842202121	Unchanged	Decreased	UnchangedDecreased
chr1	7730000	7740000	chr1	7960000	7970000	77	91	22	35	53.5651713061956	61.8988847709845	31.011541688049	52.4727908010731	0.0159506933402819	0.0384631087938304	0.448377717842891	225	-0.467866433620748	Unchanged	Unchanged	UnchangedUnchanged
chr1	8240000	8250000	chr1	8350000	8360000	126	119	47	53	88.8963982167271	82.5126462071714	65.240891928024	78.0488779268844	0.0690700837576905	0.514176217676806	0.17496004496143	345	-0.258507623132222	Unchanged	Unchanged	UnchangedUnchanged
chr1	8430000	8440000	chr1	8900000	8910000	37	30	9	15	26.1749035391026	20.6936905112919	12.5317328526973	22.076111537209	0.114903238066663	0.502292621770133	0.0768679795235286	91	-0.437522434426995	Unchanged	Unchanged	UnchangedUnchanged
chr1	8430000	8440000	chr1	8770000	8780000	50	35	21	17	34.8912482009366	23.8577280321857	29.4990405631063	25.4420899680477	0.415795470785984	0.0548356483716851	0.134960029323383	123	-0.0966771140633625	Unchanged	Unchanged	UnchangedUnchanged
chr1	8460000	8470000	chr1	8580000	8590000	80	111	33	30	56.3315685247754	76.6885477195634	46.0377151082454	44.2030301658901	0.00367070627938625	0.0412995607827136	0.0337293995633006	254	-0.559793549059389	Unchanged	Unchanged	UnchangedUnchanged
chr1	8760000	8770000	chr1	8900000	8910000	89	90	27	33	62.4056352388447	61.8789313921648	37.7922175743991	48.9036450325461	0.00760439992934585	0.333932720424804	0.30681430584322	239	-0.519612106630822	Unchanged	Unchanged	UnchangedUnchanged
chr1	9080000	9090000	chr1	9140000	9150000	143	140	42	59	102.562582217256	98.4910707341928	57.4165847582381	85.5346757704816	0.00132595533675908	0.23251055143729	0.098803589303955	384	-0.492057207203755	Unchanged	Unchanged	UnchangedUnchanged
chr1	9170000	9180000	chr1	9520000	9530000	49	50	24	16	34.2096778954578	34.2294494942371	33.6923709916468	23.8460711275871	0.210305033333789	0.318153901256926	0.313571290298812	139	-0.250295205392255	Unchanged	Unchanged	UnchangedUnchanged
chr1	9690000	9700000	chr1	9750000	9760000	142	142	46	52	101.84536136259	99.8980860303956	62.8848309256893	75.3864938994075	0.000523057242768825	0.373392550931198	0.283049312470078	382	-0.545019819141516	Unchanged	Decreased	UnchangedDecreased
chr1	9950000	9960000	chr1	10480000	10490000	51	55	15	18	36.2213060210677	38.1568020215511	20.6522878668481	26.5333683176681	0.0111252641834717	0.291514078759893	0.477560798227496	139	-0.656529684536779	Unchanged	Decreased	UnchangedDecreased
chr1	10010000	10020000	chr1	10200000	10210000	81	86	27	29	56.4273804030938	58.6729947600211	38.0704651044023	43.2741857377845	0.012581145526951	0.332742262109187	0.510204183156675	223	-0.50077315217827	Unchanged	Unchanged	UnchangedUnchanged
chr1	10580000	10590000	chr1	10690000	10700000	91	85	24	25	64.2029542676362	58.9376044336939	33.3144980057995	36.8155084560775	0.000170422832409259	0.417489383451416	0.263307746340727	225	-0.812202253280161	Decreased	Unchanged	DecreasedUnchanged
chr1	10720000	10730000	chr1	10920000	10930000	94	91	31	14	65.4960976439597	62.1978634519437	43.6175760709459	20.8932767465575	1.21536521868796e-05	0.113567892404152	0.269589557416477	230	-0.985076504547107	Decreased	Unchanged	DecreasedUnchanged
chr1	10730000	10740000	chr1	10850000	10860000	110	119	36	42	77.4559067215662	82.2156502579103	50.2229619362677	61.8842422322462	0.00320780092686964	0.199436527759392	0.483785037824435	307	-0.510228351048966	Unchanged	Decreased	UnchangedDecreased
chr1	10960000	10970000	chr1	11020000	11030000	95	125	42	43	68.135981193282	87.9384560126722	57.4165847582381	62.3388314937408	0.0195788896306864	0.0376491260507813	0.0934222761786167	305	-0.382143356447024	Unchanged	Unchanged	UnchangedUnchanged
chr1	11100000	11110000	chr1	11700000	11710000	88	88	39	40	62.8044280306733	61.4862922744349	53.4310700537372	58.550081093306	0.238657928785989	0.474934958198345	0.386258675485025	255	-0.150462671164104	Unchanged	Decreased	UnchangedDecreased
chr1	11110000	11120000	chr1	11260000	11270000	47	71	24	19	32.8526590048523	48.7693084727701	33.5662808453964	28.2944138782344	0.0688133245657452	0.0702839878216899	0.0223528380504168	161	-0.399934451190159	Unchanged	Decreased	UnchangedDecreased
chr1	11730000	11740000	chr1	11960000	11970000	41	46	19	16	28.5217145916106	31.2895461479702	26.7826950942241	23.987561509062	0.238558505085422	0.453946895791434	0.330086623204911	122	-0.236433576201767	Unchanged	Decreased	UnchangedDecreased
chr1	12540000	12550000	chr1	12660000	12670000	111	133	43	44	78.1600513281259	91.8880797000174	59.9885378683198	64.8311109099722	0.00655205174993577	0.104600681902488	0.206031459672425	331	-0.446098092395207	Unchanged	Unchanged	UnchangedUnchanged
chr1	12860000	12870000	chr1	12960000	12970000	33	18	11	11	23.3316400691892	12.5081273966333	15.2352422403359	16.1653416376036	0.353871127505931	0.0539316376019647	0.0379683621522839	73	-0.190769891439083	Unchanged	Unchanged	UnchangedUnchanged
chr1	15460000	15470000	chr1	15750000	15760000	83	83	23	31	57.7424159617209	56.6354739084426	32.3099029983225	46.4864701886527	0.00810630478183269	0.297913760553308	0.234136386265535	220	-0.537607062530664	Unchanged	Decreased	UnchangedDecreased
chr1	15860000	15870000	chr1	15940000	15950000	111	114	38	55	79.1467245032779	79.7113867577361	52.2437003384455	80.2392527469724	0.070079900692911	0.130248042517105	0.153500475505981	318	-0.26193201921015	Unchanged	Unchanged	UnchangedUnchanged
chr1	15870000	15880000	chr1	16070000	16080000	79	77	18	20	55.0445927007747	52.6289613824139	25.3263344928073	29.8475382093678	5.80180421869457e-05	0.512014002381037	0.330459499208596	194	-0.964606797019093	Decreased	Decreased	DecreasedDecreased
chr1	16120000	16130000	chr1	16320000	16330000	139	150	47	44	96.8506124735149	102.523950744962	66.1298733978857	65.6645840606092	0.000234587319138484	0.338240024822137	0.361497006234857	380	-0.597191658388316	Decreased	Decreased	DecreasedDecreased
chr1	16840000	16850000	chr1	17070000	17080000	73	63	36	21	50.782565004575	42.85307407222	50.7461591258983	31.4836744806439	0.245064168213337	0.0448120029962111	0.482390561761628	193	-0.187395835337132	Unchanged	Decreased	UnchangedDecreased
chr1	17600000	17610000	chr1	17690000	17700000	80	96	32	35	56.7880436620089	66.9529037894222	44.1508787442634	51.2405244224349	0.036832821312909	0.112014083402885	0.300004462767303	243	-0.375391826333468	Unchanged	Unchanged	UnchangedUnchanged
chr1	17990000	18000000	chr1	18410000	18420000	41	41	13	16	28.7608321931771	28.1951034981491	18.1465131759415	23.7608908173326	0.0877951179017656	0.410858668143954	0.356870951955759	111	-0.442641046271816	Unchanged	Unchanged	UnchangedUnchanged
chr1	18940000	18950000	chr1	19000000	19010000	103	96	38	32	73.873748030611	67.5367342177322	51.9483385907868	46.3916885534815	0.00473801933510416	0.249767008938397	0.394751510547859	269	-0.524038407393612	Unchanged	Unchanged	UnchangedUnchanged
chr1	19220000	19230000	chr1	19550000	19560000	64	76	25	21	44.5882401819577	51.9873913898038	35.0872172738958	31.3968143897401	0.0152527043365437	0.285113221835848	0.190500564765833	186	-0.538651335872895	Unchanged	Decreased	UnchangedDecreased
chr1	19460000	19470000	chr1	19520000	19530000	120	119	49	53	86.0665025599351	83.7174101240639	66.9860155512777	76.8362341667038	0.0854639372447136	0.431839400176146	0.302553486567327	341	-0.239412885406811	Unchanged	Unchanged	UnchangedUnchanged
chr1	19480000	19490000	chr1	19980000	19990000	44	54	12	22	31.1816028700797	37.4697264181129	16.5796467544342	32.3814380503473	0.0452133749487753	0.0451158705449565	0.454451795658575	132	-0.487652131976033	Unchanged	Unchanged	UnchangedUnchanged
chr1	19580000	19590000	chr1	19970000	19980000	83	94	31	22	58.1497526381077	64.4738304406988	43.2506846956896	32.8145149536234	0.00109993554662382	0.451552761129236	0.163567633163165	230	-0.688927999229034	Decreased	Decreased	DecreasedDecreased
chr1	19810000	19820000	chr1	19930000	19940000	102	110	46	39	71.8227498690887	75.99765990227	64.1737846963421	57.4639392156572	0.0724115182413335	0.482465231732133	0.291894135170828	297	-0.281254752175399	Unchanged	Unchanged	UnchangedUnchanged
chr1	20250000	20260000	chr1	20810000	20820000	84	71	24	30	59.7666140846641	49.3724584890551	33.1186667252265	43.9393755160097	0.0140515602580362	0.350808752176043	0.0669519245967288	209	-0.502150251298358	Unchanged	Unchanged	UnchangedUnchanged
chr1	21020000	21030000	chr1	21520000	21530000	144	152	66	52	102.048882120261	105.470341028762	91.1880571493879	76.5379444826391	0.0287369998851268	0.429650656486105	0.249526958852333	414	-0.307138624711613	Unchanged	Decreased	UnchangedDecreased
chr1	21120000	21130000	chr1	21290000	21300000	52	47	11	17	36.23219328105	32.1445865853155	15.4853764027695	25.34069797945	0.00740483995462889	0.486805596164183	0.143998980351394	127	-0.744015629778301	Unchanged	Unchanged	UnchangedUnchanged
chr1	21200000	21210000	chr1	21500000	21510000	47	57	27	23	32.6594712536036	38.893429491584	37.9478550564007	34.5137136724112	0.499294876514222	0.323887933517945	0.20043207618895	154	0.0182057843949378	Unchanged	Unchanged	UnchangedUnchanged
chr1	21560000	21570000	chr1	21890000	21900000	82	96	31	32	57.1286827331333	65.6682838608048	43.5081494196308	47.8427647843658	0.0228565616189489	0.1675458588304	0.302229902993222	241	-0.426783850847783	Unchanged	Decreased	UnchangedDecreased
chr1	21860000	21870000	chr1	22300000	22310000	49	49	17	20	34.4739806926809	33.685024518349	23.6900467876079	29.6740522315914	0.11457241116616	0.420670024977695	0.35130224675562	135	-0.35303479190435	Unchanged	Decreased	UnchangedDecreased
chr1	21920000	21930000	chr1	22310000	22320000	49	46	9	20	34.3293720393648	31.5510234071505	12.5566503955228	29.8313772305667	0.0175062169212975	0.25162785333952	0.0855826874508983	124	-0.636192377508046	Unchanged	Decreased	UnchangedDecreased
chr1	22450000	22460000	chr1	22970000	22980000	68	58	12	18	48.3293515426322	40.2298067519843	16.5415384594823	26.4884071915027	9.39841308339119e-05	0.417952337464788	0.0751911985894166	156	-1.0413004920833	Decreased	Unchanged	DecreasedUnchanged
chr1	22460000	22470000	chr1	22600000	22610000	99	86	22	33	69.4175043668048	59.1287566636242	30.7936587643252	48.9036450325461	0.00069214462210349	0.490684617954882	0.0416486128326554	240	-0.689684824738184	Decreased	Decreased	DecreasedDecreased
chr1	22750000	22760000	chr1	23250000	23260000	31	26	16	12	21.9688565675562	18.0409793864988	22.1061956725789	17.6626025729167	0.543260040963846	0.201452817094797	0.435735120061839	85	-0.00871774676067168	Unchanged	Unchanged	UnchangedUnchanged
chr1	23010000	23020000	chr1	23250000	23260000	123	111	59	56	85.4394399811019	75.5507606266671	83.058405378408	84.1370548475294	0.387942363246095	0.247255200277864	0.225845509942908	349	0.0545628002856113	Unchanged	Unchanged	UnchangedUnchanged
chr1	23310000	23320000	chr1	23600000	23610000	60	62	37	27	41.741505514497	42.3060166544993	51.9768004755624	40.488215970762	0.283598366098455	0.323047413969684	0.283194684102016	186	0.137702346773321	Unchanged	Unchanged	UnchangedUnchanged
chr1	23540000	23550000	chr1	23590000	23600000	180	198	63	83	129.63932141009	139.783647764156	85.7785623914961	119.890412702619	0.00235158435522205	0.0452010225911423	0.336002367222722	524	-0.389548668887836	Unchanged	Unchanged	UnchangedUnchanged
chr1	23660000	23670000	chr1	23840000	23850000	65	74	31	29	45.3448895701398	50.5293584197966	43.6036405786729	43.2822555040105	0.288259864452876	0.32353620745951	0.318740147942746	199	-0.14202134872884	Unchanged	Unchanged	UnchangedUnchanged
chr1	24130000	24140000	chr1	24470000	24480000	41	52	15	13	28.610823524768	35.4457673621045	21.0707432593616	19.4557158579188	0.018314357255029	0.226026480634381	0.186439290768464	121	-0.660482889880132	Unchanged	Unchanged	UnchangedUnchanged
chr1	24390000	24400000	chr1	24710000	24720000	61	74	36	28	42.4795721697845	50.4823443779528	50.6710741527519	41.873795407095	0.527222911109011	0.373442516375213	0.118576271997353	199	-0.00648679918968238	Unchanged	Unchanged	UnchangedUnchanged
chr1	24520000	24530000	chr1	24960000	24970000	52	54	23	17	36.5846325718247	37.1222719181805	32.0512397714695	25.2229443968527	0.103545206402537	0.413373163188494	0.359037830530629	146	-0.363914766555139	Unchanged	Decreased	UnchangedDecreased
chr1	25180000	25190000	chr1	25530000	25540000	113	105	45	42	78.8917061670762	71.8818439378979	63.1731956093378	62.5959367099161	0.0849039235603684	0.30171109880713	0.303603994319156	305	-0.261605478615374	Unchanged	Unchanged	UnchangedUnchanged
chr1	25180000	25190000	chr1	25230000	25240000	154	164	61	56	110.913641650855	115.780395117786	83.0554334266867	80.8899170041765	0.00131732263465141	0.396854461373996	0.372508577683747	435	-0.467531454415555	Unchanged	Unchanged	UnchangedUnchanged
chr1	25570000	25580000	chr1	25840000	25850000	68	62	35	17	47.2639869985217	42.1373121789732	49.3571897642737	25.5193706410833	0.174386604252417	0.0470722623471532	0.281978989148665	182	-0.255781633217656	Unchanged	Decreased	UnchangedDecreased
chr1	25610000	25620000	chr1	25730000	25740000	99	108	47	46	69.7103160494096	74.6158842676833	65.5688669723495	67.7779795876982	0.283035478662873	0.326990947324287	0.39985590212711	300	-0.114149515992606	Unchanged	Unchanged	UnchangedUnchanged
chr1	25720000	25730000	chr1	26130000	26140000	62	37	20	18	43.604879164778	25.425612779279	27.8230984959845	26.7721904141447	0.13036130254709	0.0142342394989869	0.0177992525903899	137	-0.338457300937237	Unchanged	Unchanged	UnchangedUnchanged
chr1	26180000	26190000	chr1	26450000	26460000	24	44	9	8	16.6814071759488	29.9038989657229	12.6918487965275	12.0091155958039	0.00945230157519023	0.0238533635412459	0.0219531266117348	85	-0.915307604586549	Unchanged	Unchanged	UnchangedUnchanged
chr1	26400000	26410000	chr1	26730000	26740000	45	47	18	19	31.351106377939	32.1500973068524	25.262796437205	28.4066415907172	0.218702087492872	0.412351287801102	0.495727729251446	129	-0.242683157124327	Unchanged	Unchanged	UnchangedUnchanged
chr1	27380000	27390000	chr1	27960000	27970000	25	27	7	11	17.8287125963099	18.8018719994689	9.62726336530915	16.1053649168126	0.113283461202747	0.268452365193443	0.392294066023198	70	-0.509449906778379	Unchanged	Decreased	UnchangedDecreased
chr1	27750000	27760000	chr1	27810000	27820000	149	132	69	60	106.865907345253	92.8630095493818	94.327246388534	86.9844160377779	0.200893524752157	0.121950696300479	0.249801831602024	410	-0.13957149644449	Unchanged	Unchanged	UnchangedUnchanged
chr1	28170000	28180000	chr1	28520000	28530000	38	43	20	20	26.5299542862734	29.4373265650439	28.0769758263724	29.8075889094839	0.467622975552913	0.345740871159897	0.42714202815114	121	0.0485950396109194	Unchanged	Decreased	UnchangedDecreased
chr1	28570000	28580000	chr1	28930000	28940000	51	48	21	25	35.512083381029	32.9156790818782	29.4527574120734	37.3306700686065	0.477603431091746	0.476189988079495	0.247413879985809	145	-0.035091635321486	Unchanged	Unchanged	UnchangedUnchanged
chr1	28570000	28580000	chr1	28820000	28830000	69	73	27	21	47.9530411491246	49.7280548127582	38.2002610250198	31.3524188723378	0.0237644147426941	0.481258341112454	0.330003892126822	190	-0.489973283604284	Unchanged	Decreased	UnchangedDecreased
chr1	28700000	28710000	chr1	28930000	28940000	39	46	17	20	27.1304114408003	31.2895461479702	23.9634640316742	29.9844518863275	0.375057840170743	0.200499293429133	0.469085568907713	122	-0.114894083310605	Unchanged	Decreased	UnchangedDecreased
chr1	28710000	28720000	chr1	28810000	28820000	109	93	39	38	77.0651141679279	64.6253248826055	54.0158588520999	55.8439074753579	0.0315377239552231	0.186294199108729	0.136062964324026	279	-0.367079283401798	Unchanged	Unchanged	UnchangedUnchanged
chr1	28840000	28850000	chr1	29190000	29200000	56	68	25	24	39.0967747376661	46.5520513121624	35.0962197829655	35.7691066913806	0.146566951751353	0.211835677752317	0.242734888782258	173	-0.273353564764949	Unchanged	Decreased	UnchangedDecreased
chr1	29110000	29120000	chr1	29520000	29530000	57	77	26	32	40.0883566514895	52.9127617298508	36.1700280447799	47.5950051807018	0.266814584930765	0.0322587868020155	0.248673128288863	192	-0.150899932689215	Unchanged	Unchanged	UnchangedUnchanged
chr1	29570000	29580000	chr1	31170000	31180000	69	57	31	33	52.2588325033978	41.9404621517602	39.9732033671118	45.9237889291751	0.299025054459504	0.276750713295645	0.103947759393805	190	-0.133108641339819	Unchanged	Decreased	UnchangedDecreased
chr1	29560000	29570000	chr1	29780000	29790000	53	38	18	17	36.8611068700138	25.8252287462395	25.3819937840382	25.5060149668705	0.172642747148529	0.0945483960171514	0.0871666437462992	126	-0.300825258531565	Unchanged	Unchanged	UnchangedUnchanged
chr1	31660000	31670000	chr1	31800000	31810000	121	127	38	47	84.8436164483169	87.3180476311659	53.1890469565617	69.6506459554445	0.00325665071360426	0.207365717725333	0.344521600925219	333	-0.486987117044858	Unchanged	Unchanged	UnchangedUnchanged
chr1	31660000	31670000	chr1	32010000	32020000	70	63	19	23	48.8709684220826	43.1291063627387	26.6731270350538	34.2787272459064	0.00996453414058917	0.455833726318301	0.165573942583953	175	-0.593964922636925	Unchanged	Unchanged	UnchangedUnchanged
chr1	31870000	31880000	chr1	32010000	32020000	131	118	31	50	91.855485576277	81.1301544919494	43.3910646224582	74.0964318674941	0.00094640810056811	0.373179527148005	0.022944514664197	330	-0.55814505410473	Unchanged	Unchanged	UnchangedUnchanged
chr1	32870000	32880000	chr1	33330000	33340000	57	58	23	27	40.2092742695803	40.094570056349	31.8831052168045	39.9412857908467	0.277145197673573	0.359142525067833	0.351895862041638	165	-0.160995199125143	Unchanged	Decreased	UnchangedDecreased
chr1	33170000	33180000	chr1	33240000	33250000	173	181	53	72	123.818516187943	126.913686686829	72.6116502934819	104.72073492729	0.00031801215793073	0.104328103504022	0.204637291697202	479	-0.499691269478061	Unchanged	Unchanged	UnchangedUnchanged
chr1	33570000	33580000	chr1	33930000	33940000	72	85	28	27	50.134705949688	58.2881817074926	39.2703432160979	40.317123674095	0.026153656991231	0.203974397643426	0.251507579646577	212	-0.446056172214724	Unchanged	Decreased	UnchangedDecreased
chr1	33590000	33600000	chr1	33710000	33720000	117	84	45	34	82.3849189674841	58.0345766526426	62.7787024203347	50.0967675213422	0.0594314429747815	0.00567951728790821	0.0652759828512716	280	-0.315011256857166	Unchanged	Unchanged	UnchangedUnchanged
chr1	34920000	34930000	chr1	35050000	35060000	105	106	43	50	73.7549502899456	73.1541794507715	59.8981158953589	74.0440464336788	0.240831965419645	0.318481378672131	0.286114935217218	304	-0.133313891817403	Unchanged	Decreased	UnchangedDecreased
chr1	35130000	35140000	chr1	35190000	35200000	82	72	39	27	58.8121100826223	50.6525506632992	53.3154001326496	39.142987217	0.148500732394781	0.0860570866251244	0.484334871336315	220	-0.243589084945722	Unchanged	Unchanged	UnchangedUnchanged
chr1	35350000	35360000	chr1	35400000	35410000	115	122	41	51	82.8251220120022	86.1293183193287	55.8241437785927	73.6676029859464	0.0148233998327965	0.172913176950427	0.340461646176665	329	-0.383774117013585	Unchanged	Decreased	UnchangedDecreased
chr1	35670000	35680000	chr1	35740000	35750000	111	124	61	63	79.4442502708769	86.9463930893192	83.5718993943849	91.6306430613784	0.345454214255387	0.212217422920511	0.417301968063822	359	0.0744494020584172	Unchanged	Decreased	UnchangedDecreased
chr1	35670000	35680000	chr1	36010000	36020000	42	40	13	12	29.3086484887868	27.2659748939265	18.2613108247801	17.9591223303866	0.0288245701508752	0.432619433754091	0.425336345296791	107	-0.64335127612042	Unchanged	Unchanged	UnchangedUnchanged
chr1	37000000	37010000	chr1	38120000	38130000	25	21	12	12	18.5932093995217	15.1161450283325	15.9031058193189	16.9139263954424	0.513751854319087	0.360422348781857	0.295380218287617	70	-0.0387042227110923	Unchanged	Unchanged	UnchangedUnchanged
chr1	37020000	37030000	chr1	37490000	37500000	50	34	14	8	35.3714912690576	23.4528492461308	19.4938066597514	11.7739261531781	0.0043620384879079	0.0207426380584694	0.145662005432215	106	-0.91173862645053	Unchanged	Unchanged	UnchangedUnchanged
chr1	37170000	37180000	chr1	37890000	37900000	70	66	18	31	50.6832456412224	46.7259953866414	24.3082385723862	44.7816100957185	0.0185752760318345	0.260312956179191	0.0759326067635126	185	-0.495584892682984	Unchanged	Unchanged	UnchangedUnchanged
chr1	37930000	37940000	chr1	38270000	38280000	29	28	9	12	20.2369239565432	19.0861824257486	12.642445955617	17.9591223303866	0.189168908545428	0.447025248958933	0.308459757550066	78	-0.361771702996392	Unchanged	Unchanged	UnchangedUnchanged
chr1	38490000	38500000	chr1	39290000	39300000	75	75	34	33	54.5165728899779	53.3012778873177	45.8397213532596	47.3813299418067	0.178585070904434	0.519326438695793	0.447511213049791	217	-0.209868368538722	Unchanged	Unchanged	UnchangedUnchanged
chr1	39330000	39340000	chr1	39540000	39550000	87	85	30	33	60.5944204328984	58.0173476817721	42.2301001421292	49.3129240308797	0.0421336921129542	0.482992491892418	0.303759224330375	235	-0.373725296513997	Unchanged	Unchanged	UnchangedUnchanged
chr1	39740000	39750000	chr1	40000000	40010000	54	64	27	21	37.468237101855	43.6979261981703	38.1333444022048	31.3854102780099	0.209924681194574	0.389886308094011	0.164331411702973	166	-0.223476180609311	Unchanged	Unchanged	UnchangedUnchanged
chr1	40070000	40080000	chr1	40260000	40270000	82	96	29	30	57.1240147290579	65.4954360111863	40.8904995565803	44.7663990390874	0.00846262430019575	0.173359934019538	0.298133360255377	237	-0.517546500180206	Unchanged	Unchanged	UnchangedUnchanged
chr1	40380000	40390000	chr1	40480000	40490000	123	118	46	35	86.9633857124324	81.9977240445962	63.7110130050409	51.4351779378296	0.00145157748946669	0.222226007995922	0.500337699902093	322	-0.553224528332472	Unchanged	Unchanged	UnchangedUnchanged
chr1	40600000	40610000	chr1	40800000	40810000	157	157	66	72	109.392418405337	107.308401779727	92.8632264736267	107.451137553724	0.230516959150265	0.382599683264435	0.282373380409957	452	-0.113438737052088	Unchanged	Unchanged	UnchangedUnchanged
